,Switch,PS5,PS4,WiiU,3DS,DC,DS,GBA,GC,NeoGeoP,PS2,PS3,PSP,WS,Vita,Wii,XB360,XBOne,XSX,Xbox,PKS
392.0,,,,1320094.0,,,,,,,,,,,,,,,,,
393.0,,,1194364.0,,5438322.0,,,,,,3695061.0,1519904.0,,,1118370.0,4659119.0,311052.0,,,,2954223.0
394.0,4078546.0,,,,,1208290.0,,,1617573.0,,,,,,,,,,,,
395.0,,1189284.0,,,,,5506994.0,,,,,,,799996.0,,,,57953.0,,314229.0,
396.0,,,,,,,,5137920.0,,164394.0,,,,,,,,,,,
397.0,,,,,,,,,,,,,,,,,,,124132.0,,
399.0,,,,1439253.0,,,,,,,,,,,,,,,,,
400.0,,,1241194.0,,5556394.0,,,,,,3738356.0,1572988.0,,,1126967.0,4861280.0,319718.0,,,,2973064.0
401.0,4114887.0,,,,,1250179.0,,,1627860.0,,,,,,,,,,,,
402.0,,1197948.0,,,,,5632951.0,,,,,,,805172.0,,,,58155.0,,322405.0,
403.0,,,,,,,,5190623.0,,170104.0,,,,,,,,,,,
404.0,,,,,,,,,,,,,,,,,,,127021.0,,
406.0,,,,1518427.0,,,,,,,,,,,,,,,,,
407.0,,,1268122.0,,5624007.0,,,,,,3760353.0,1623669.0,,,1135462.0,4943512.0,326527.0,,,,2989474.0
408.0,4147314.0,,,,,1289845.0,,,1637665.0,,,,,,,,,,,,
409.0,,1223335.0,,,,,5671475.0,,,,,,,808375.0,,,,58511.0,,329583.0,
410.0,,,,,,,,5243326.0,,171873.0,,,,,,,,,,,
411.0,,,,,,,,,,,,,,,,,,,128657.0,,
413.0,,,,1578975.0,,,,,,,,,,,,,,,,,
414.0,,,1284953.0,,5686660.0,,,,,,3796404.0,1683197.0,,,1143728.0,5019336.0,334166.0,,,,3006979.0
415.0,4179790.0,,,,,1306757.0,,,1653362.0,,,,,,,,,,,,
416.0,,1270012.0,,,,,5720039.0,,,,,,,811593.0,,,,59324.0,,336761.0,
417.0,,,,,,,,5278625.0,,174021.0,,,,,,,,,,,
418.0,,,,,,,,,,,,,,,,,,,129180.0,,
420.0,,,,1593004.0,,,,,,,,,,,,,,,,,
421.0,,,1299277.0,,5767221.0,,,,,,3851750.0,1742725.0,,,1151107.0,5098409.0,339675.0,,,,3022798.0
422.0,4215288.0,,,,,1319570.0,,,1670553.0,,,,,,,,,,,,
423.0,,1280689.0,,,,,5832977.0,,,,,,,815498.0,,,,59729.0,,339747.0,
424.0,,,,,,,,5309542.0,,181114.0,,,,,,,,,,,
425.0,,,,,,,,,,,,,,,,,,,129443.0,,
427.0,,,,1604040.0,,,,,,,,,,,,,,,,,
428.0,,,1318793.0,,5838503.0,,,,,,3907096.0,1777047.0,,,1158508.0,5203979.0,344055.0,,,,3040992.0
429.0,4269822.0,,,,,1332288.0,,,1686518.0,,,,,,,,,,,,
430.0,,1295142.0,,,,,5852621.0,,,,,,,819403.0,,,,60281.0,,345352.0,
431.0,,,,,,,,5338900.0,,188207.0,,,,,,,,,,,
432.0,,,,,,,,,,,,,,,,,,,131710.0,,
434.0,,,,1613501.0,,,,,,,,,,,,,,,,,
435.0,,,1336464.0,,5926729.0,,,,,,3948024.0,1809311.0,,,1170177.0,5287398.0,348733.0,,,,3058585.0
436.0,4297729.0,,,,,1351245.0,,,1718617.0,,,,,,,,,,,,
437.0,,1313999.0,,,,,5862817.0,,,,,,,822371.0,,,,60726.0,,354214.0,
438.0,,,,,,,,5373997.0,,195864.0,,,,,,,,,,,
439.0,,,,,,,,,,,,,,,,,,,134337.0,,
441.0,,,,1622180.0,,,,,,,,,,,,,,,,,
442.0,,,1351055.0,,5971792.0,,,,,,3972553.0,1838779.0,,,1230738.0,5366962.0,352795.0,,,,3072822.0
443.0,4328070.0,,,,,1364039.0,,,1748958.0,,,,,,,,,,,,
444.0,,1337338.0,,,,,5912924.0,,,,,,,824406.0,,,,61276.0,,359398.0,
445.0,,,,,,,,5407120.0,,200512.0,,,,,,,,,,,
446.0,,,,,,,,,,,,,,,,,,,136033.0,,
448.0,,,,1630785.0,,,,,,,,,,,,,,,,,
449.0,,,1362000.0,,6013504.0,,,,,,3994542.0,1874866.0,,,1291890.0,5430036.0,357156.0,,,,3090440.0
450.0,4359743.0,,,,,1373987.0,,,1788807.0,,,,,,,,,,,,
451.0,,1354226.0,,,,,5952297.0,,,,,,,829237.0,,,,61812.0,,362499.0,
452.0,,,,,,,,5440306.0,,204307.0,,,,,,,,,,,
453.0,,,,,,,,,,,,,,,,,,,142023.0,,
455.0,,,,1639491.0,,,,,,,,,,,,,,,,,
456.0,,,1372846.0,,6065308.0,,,,,,4019180.0,1896344.0,,,1328321.0,5495193.0,360396.0,,,,3100463.0
457.0,4396014.0,,,,,1382970.0,,,1833709.0,,,,,,,,,,,,
458.0,,1360644.0,,,,,6081341.0,,,,,,,835258.0,,,,62038.0,,365511.0,
459.0,,,,,,,,5471592.0,,208795.0,,,,,,,,,,,
460.0,,,,,,,,,,,,,,,,,,,147978.0,,
462.0,,,,1647620.0,,,,,,,,,,,,,,,,,
463.0,,,1384173.0,,6167026.0,,,,,,4053099.0,1914656.0,,,1366204.0,5546435.0,363623.0,,,,3113907.0
464.0,4432463.0,,,,,1391226.0,,,1900119.0,,,,,,,,,,,,
465.0,,1386078.0,,,,,6221159.0,,,,,,,839013.0,,,,62272.0,,367676.0,
466.0,,,,,,,,5505379.0,,212905.0,,,,,,,,,,,
467.0,,,,,,,,,,,,,,,,,,,152777.0,,
469.0,,,,1656135.0,,,,,,,,,,,,,,,,,
470.0,,,1394310.0,,6228238.0,,,,,,4096374.0,1927910.0,,,1399809.0,5597383.0,367239.0,,,,3127351.0
471.0,4477287.0,,,,,1398390.0,,,1966236.0,,,,,,,,,,,,
472.0,,1403110.0,,,,,6356950.0,,,,,,,842827.0,,,,62622.0,,369333.0,
473.0,,,,,,,,5544334.0,,217291.0,,,,,,,,,,,
474.0,,,,,,,,,,,,,,,,,,,157062.0,,
476.0,,,,1664263.0,,,,,,,,,,,,,,,,,
477.0,,,1404427.0,,6284632.0,,,,,,4172067.0,1941803.0,,,1419688.0,5646917.0,371013.0,,,,3137316.0
478.0,4524037.0,,,,,1405470.0,,,2032353.0,,,,,,,,,,,,
479.0,,1428789.0,,,,,6518574.0,,,,,,,846203.0,,,,63022.0,,371316.0,
480.0,,,,,,,,5575836.0,,220574.0,,,,,,,,,,,
481.0,,,,,,,,,,,,,,,,,,,158383.0,,
483.0,,,,1671560.0,,,,,,,,,,,,,,,,,
484.0,,,1417175.0,,6351585.0,,,,,,4249936.0,1963216.0,,,1434443.0,5695578.0,374596.0,,,,3145623.0
485.0,4574715.0,,,,,1414031.0,,,2045879.0,,,,,,,,,,,,
486.0,,1445075.0,,,,,6728369.0,,,,,,,849023.0,,,,63401.0,,373356.0,
487.0,,,,,,,,5632373.0,,223187.0,,,,,,,,,,,
488.0,,,,,,,,,,,,,,,,,,,160345.0,,
490.0,,,,1681064.0,,,,,,,,,,,,,,,,,
491.0,,,1429152.0,,6416852.0,,,,,,4329803.0,1981051.0,,,1449109.0,5741327.0,377950.0,,,,3179769.0
492.0,4618363.0,,,,,1422634.0,,,2057021.0,,,,,,,,,,,,
493.0,,1462043.0,,,,,6946580.0,,,,,,,851669.0,,,,63546.0,,374903.0,
494.0,,,,,,,,5681501.0,,226178.0,,,,,,,,,,,
495.0,,,,,,,,,,,,,,,,,,,163899.0,,
497.0,,,,1694137.0,,,,,,,,,,,,,,,,,
498.0,,,1444334.0,,6468782.0,,,,,,4418089.0,1996955.0,,,1466179.0,5791482.0,380803.0,,,,3205450.0
499.0,4665680.0,,,,,1429376.0,,,2066362.0,,,,,,,,,,,,
500.0,,1497517.0,,,,,7142961.0,,,,,,,856842.0,,,,63682.0,,377480.0,
501.0,,,,,,,,5731086.0,,228619.0,,,,,,,,,,,
502.0,,,,,,,,,,,,,,,,,,,164289.0,,
504.0,,,,1701823.0,,,,,,,,,,,,,,,,,
505.0,,,1457240.0,,6515415.0,,,,,,4574560.0,2009489.0,,,1484034.0,5833571.0,384444.0,,,,3223525.0
506.0,4719324.0,,,,,1436216.0,,,2074539.0,,,,,,,,,,,,
507.0,,1528183.0,,,,,7340733.0,,,,,,,864693.0,,,,63797.0,,378836.0,
508.0,,,,,,,,5782732.0,,231580.0,,,,,,,,,,,
509.0,,,,,,,,,,,,,,,,,,,168698.0,,
511.0,,,,1707516.0,,,,,,,,,,,,,,,,,
512.0,,,1479620.0,,6559617.0,,,,,,4677823.0,2020111.0,,,1496772.0,5891029.0,388085.0,,,,3239498.0
513.0,4766770.0,,,,,1441090.0,,,2082192.0,,,,,,,,,,,,
514.0,,1539407.0,,,,,7569544.0,,,,,,,871304.0,,,,63909.0,,380042.0,
515.0,,,,,,,,5834378.0,,235254.0,,,,,,,,,,,
516.0,,,,,,,,,,,,,,,,,,,172766.0,,
518.0,,,,1713104.0,,,,,,,,,,,,,,,,,
519.0,,,1494876.0,,6795591.0,,,,,,4753106.0,2028489.0,,,1508336.0,5948487.0,390454.0,,,,3253706.0
520.0,4815745.0,,,,,1447756.0,,,2089799.0,,,,,,,,,,,,
521.0,,1550666.0,,,,,7798355.0,,,,,,,876875.0,,,,64276.0,,381121.0,
522.0,,,,,,,,5872070.0,,237887.0,,,,,,,,,,,
523.0,,,,,,,,,,,,,,,,,,,178508.0,,
525.0,,,,1718700.0,,,,,,,,,,,,,,,,,
526.0,,,1508068.0,,6914377.0,,,,,,4822264.0,2036665.0,,,1522055.0,6019027.0,392750.0,,,,3271567.0
527.0,4866294.0,,,,,1454422.0,,,2095976.0,,,,,,,,,,,,
528.0,,1568347.0,,,,,7916646.0,,,,,,,882446.0,,,,64402.0,,382322.0,
529.0,,,,,,,,5910044.0,,240361.0,,,,,,,,,,,
530.0,,,,,,,,,,,,,,,,,,,184533.0,,
532.0,,,,1726917.0,,,,,,,,,,,,,,,,,
533.0,,,1521172.0,,7022395.0,,,,,,4891422.0,2047486.0,,,1534436.0,6059041.0,395414.0,,,,3290437.0
534.0,4919830.0,,,,,1458970.0,,,2102855.0,,,,,,,,,,,,
535.0,,1593246.0,,,,,8089045.0,,,,,,,889230.0,,,,64495.0,,383523.0,
536.0,,,,,,,,5941172.0,,242698.0,,,,,,,,,,,
537.0,,,,,,,,,,,,,,,,,,,191592.0,,
539.0,,,,1734982.0,,,,,,,,,,,,,,,,,
540.0,,,1538592.0,,7130413.0,,,,,,4951441.0,2058307.0,,,1544536.0,6102750.0,398287.0,,,,3305677.0
541.0,4966243.0,,,,,1464548.0,,,2109952.0,,,,,,,,,,,,
542.0,,1618145.0,,,,,8389166.0,,,,,,,894496.0,,,,64568.0,,384565.0,
543.0,,,,,,,,5970959.0,,244615.0,,,,,,,,,,,
544.0,,,,,,,,,,,,,,,,,,,198651.0,,
546.0,,,,1741818.0,,,,,,,,,,,,,,,,,
547.0,,,1552117.0,,7195334.0,,,,,,5002677.0,2066788.0,,,1556264.0,6148140.0,401318.0,,,,3316861.0
548.0,5007368.0,,,,,1469977.0,,,2117545.0,,,,,,,,,,,,
549.0,,1620838.0,,,,,8530051.0,,,,,,,898258.0,,,,64773.0,,385634.0,
550.0,,,,,,,,6007025.0,,247063.0,,,,,,,,,,,
551.0,,,,,,,,,,,,,,,,,,,204876.0,,
553.0,,,,1750676.0,,,,,,,,,,,,,,,,,
554.0,,,1569438.0,,7263260.0,,,,,,5047521.0,2073737.0,,,1569266.0,6190462.0,408972.0,,,,3331308.0
555.0,5053574.0,,,,,1474434.0,,,2126629.0,,,,,,,,,,,,
556.0,,1635115.0,,,,,8644183.0,,,,,,,902134.0,,,,64904.0,,386472.0,
557.0,,,,,,,,6068390.0,,249511.0,,,,,,,,,,,
558.0,,,,,,,,,,,,,,,,,,,212007.0,,
560.0,,,,1769707.0,,,,,,,,,,,,,,,,,
561.0,,,1624158.0,,7320565.0,,,,,,5093172.0,2081839.0,,,1603967.0,6234801.0,413030.0,,,,3344581.0
562.0,5089727.0,,,,,1478145.0,,,2142703.0,,,,,,,,,,,,
563.0,,,,,,,8845839.0,,,,,,,905104.0,,,,64979.0,,387608.0,
564.0,,,,,,,,6118961.0,,250887.0,,,,,,,,,,,
567.0,,,,1782283.0,,,,,,,,,,,,,,,,,
568.0,,,1642512.0,,7377535.0,,,,,,5140462.0,2090505.0,,,1625164.0,6278626.0,417348.0,,,,3357854.0
569.0,5126478.0,,,,,1482317.0,,,2157148.0,,,,,,,,,,,,
570.0,,,,,,,8996171.0,,,,,,,907445.0,,,,65089.0,,388501.0,
571.0,,,,,,,,6157213.0,,252518.0,,,,,,,,,,,
574.0,,,,1792649.0,,,,,,,,,,,,,,,,,
575.0,,,1653070.0,,7436734.0,,,,,,5181027.0,2100614.0,,,1640356.0,6338740.0,420703.0,,,,3371132.0
576.0,5169675.0,,,,,1488181.0,,,2166024.0,,,,,,,,,,,,
577.0,,,,,,,9156563.0,,,,,,,909522.0,,,,65176.0,,389438.0,
578.0,,,,,,,,6197400.0,,254322.0,,,,,,,,,,,
581.0,,,,1801022.0,,,,,,,,,,,,,,,,,
582.0,,,1659863.0,,7513917.0,,,,,,5222514.0,2177822.0,,,1654041.0,6384607.0,424343.0,,,,3386465.0
583.0,5216265.0,,,,,1493084.0,,,2173277.0,,,,,,,,,,,,
584.0,,,,,,,9282627.0,,,,,,,911119.0,,,,65320.0,,390194.0,
585.0,,,,,,,,6248737.0,,255894.0,,,,,,,,,,,
588.0,,,,1810032.0,,,,,,,,,,,,,,,,,
589.0,,,1703235.0,,7572150.0,,,,,,5263697.0,2202656.0,,,1671817.0,6425971.0,427115.0,,,,3397509.0
590.0,5260837.0,,,,,1496752.0,,,2182027.0,,,,,,,,,,,,
591.0,,,,,,,9410617.0,,,,,,,913676.0,,,,65473.0,,393806.0,
592.0,,,,,,,,6298347.0,,257403.0,,,,,,,,,,,
595.0,,,,1818052.0,,,,,,,,,,,,,,,,,
596.0,,,1731832.0,,7650551.0,,,,,,5299973.0,2221333.0,,,1688848.0,6468468.0,431000.0,,,,3405644.0
597.0,5304700.0,,,,,1500529.0,,,2190777.0,,,,,,,,,,,,
598.0,,,,,,,9665444.0,,,,,,,915069.0,,,,65555.0,,395403.0,
599.0,,,,,,,,6356860.0,,258818.0,,,,,,,,,,,
602.0,,,,1826086.0,,,,,,,,,,,,,,,,,
603.0,,,1757182.0,,7710584.0,,,,,,5341638.0,2238287.0,,,1704603.0,6510591.0,434305.0,,,,3415231.0
604.0,5343148.0,,,,,1505047.0,,,2197734.0,,,,,,,,,,,,
605.0,,,,,,,9821504.0,,,,,,,916803.0,,,,65645.0,,396421.0,
606.0,,,,,,,,6410131.0,,263405.0,,,,,,,,,,,
609.0,,,,1833369.0,,,,,,,,,,,,,,,,,
610.0,,,1778744.0,,7770663.0,,,,,,5372961.0,2252295.0,,,1726085.0,6551500.0,437167.0,,,,3422005.0
611.0,5383492.0,,,,,1511268.0,,,2202757.0,,,,,,,,,,,,
612.0,,,,,,,9978196.0,,,,,,,918277.0,,,,65721.0,,397633.0,
613.0,,,,,,,,6558029.0,,265892.0,,,,,,,,,,,
616.0,,,,1841992.0,,,,,,,,,,,,,,,,,
617.0,,,1799594.0,,7853307.0,,,,,,5406954.0,2264262.0,,,1739013.0,6594489.0,440029.0,,,,3435427.0
618.0,5436877.0,,,,,1516950.0,,,2208310.0,,,,,,,,,,,,
619.0,,,,,,,10103789.0,,,,,,,919375.0,,,,65859.0,,398700.0,
620.0,,,,,,,,6678340.0,,267567.0,,,,,,,,,,,
623.0,,,,1850714.0,,,,,,,,,,,,,,,,,
624.0,,,1832187.0,,8021969.0,,,,,,5443178.0,2276156.0,,,1748456.0,6637478.0,442287.0,,,,3444665.0
625.0,5617462.0,,,,,1522632.0,,,2212592.0,,,,,,,,,,,,
626.0,,,,,,,10229382.0,,,,,,,920326.0,,,,65919.0,,399874.0,
627.0,,,,,,,,6813613.0,,269649.0,,,,,,,,,,,
630.0,,,,1861980.0,,,,,,,,,,,,,,,,,
631.0,,,1859337.0,,8192528.0,,,,,,5480559.0,2287081.0,,,1755883.0,6666857.0,444349.0,,,,3451379.0
632.0,5730803.0,,,,,1527560.0,,,2215813.0,,,,,,,,,,,,
633.0,,,,,,,10407024.0,,,,,,,920507.0,,,,65984.0,,400751.0,
634.0,,,,,,,,7010697.0,,271431.0,,,,,,,,,,,
637.0,,,,1879697.0,,,,,,,,,,,,,,,,,
638.0,,,1885809.0,,8351055.0,,,,,,5588720.0,2298433.0,,,1761966.0,6691202.0,446198.0,,,,3457262.0
639.0,5838253.0,,,,,1531817.0,,,2216827.0,,,,,,,,,,,,
640.0,,,,,,,10637924.0,,,,,,,921308.0,,,,66036.0,,401628.0,
641.0,,,,,,,,7314531.0,,272505.0,,,,,,,,,,,
644.0,,,,1887255.0,,,,,,,,,,,,,,,,,
645.0,,,1910325.0,,8505709.0,,,,,,5691861.0,2309785.0,,,1767272.0,6720467.0,447922.0,,,,3464032.0
646.0,6116566.0,,,,,1536181.0,,,2232528.0,,,,,,,,,,,,
647.0,,,,,,,10782641.0,,,,,,,1068288.0,,,,66082.0,,402358.0,
648.0,,,,,,,,7604120.0,,273940.0,,,,,,,,,,,
651.0,,,,1893492.0,,,,,,,,,,,,,,,,,
652.0,,,1944691.0,,8724812.0,,,,,,5876040.0,2318074.0,,,1773708.0,6747524.0,449757.0,,,,3471716.0
653.0,6402079.0,,,,,1541747.0,,,2246431.0,,,,,,,,,,,,
654.0,,,,,,,10922794.0,,,,,,,1120493.0,,,,66122.0,,403509.0,
655.0,,,,,,,,7893709.0,,275375.0,,,,,,,,,,,
658.0,,,,1899043.0,,,,,,,,,,,,,,,,,
659.0,,,1984980.0,,9058221.0,,,,,,6098018.0,2328875.0,,,1777378.0,6774797.0,455529.0,,,,3478091.0
660.0,6702740.0,,,,,1547215.0,,,2256878.0,,,,,,,,,,,,
661.0,,,,,,,11081044.0,,,,,,,1152753.0,,,,66194.0,,404088.0,
662.0,,,,,,,,7978936.0,,276189.0,,,,,,,,,,,
665.0,,,,1904516.0,,,,,,,,,,,,,,,,,
666.0,,,2045310.0,,9492009.0,,,,,,6379836.0,2337365.0,,,1836060.0,6800750.0,458666.0,,,,3483304.0
667.0,6889546.0,,,,,1551397.0,,,2267016.0,,,,,,,,,,,,
668.0,,,,,,,11373982.0,,,,,,,1185013.0,,,,66257.0,,404598.0,
669.0,,,,,,,,8038137.0,,277069.0,,,,,,,,,,,
672.0,,,,1911205.0,,,,,,,,,,,,,,,,,
673.0,,,2115906.0,,9778249.0,,,,,,6661654.0,2345415.0,,,1861271.0,6826609.0,465768.0,,,,3487957.0
674.0,7115244.0,,,,,1557091.0,,,2278034.0,,,,,,,,,,,,
675.0,,,,,,,11501321.0,,,,,,,1228655.0,,,,66332.0,,405205.0,
676.0,,,,,,,,8071502.0,,278422.0,,,,,,,,,,,
679.0,,,,1920402.0,,,,,,,,,,,,,,,,,
680.0,,,2186502.0,,10064489.0,,,,,,6775821.0,2353640.0,,,1885273.0,6848115.0,470739.0,,,,3497021.0
681.0,7198380.0,,,,,1562076.0,,,2290550.0,,,,,,,,,,,,
682.0,,,,,,,11618312.0,,,,,,,1234018.0,,,,66414.0,,406136.0,
683.0,,,,,,,,8101531.0,,279428.0,,,,,,,,,,,
686.0,,,,1927239.0,,,,,,,,,,,,,,,,,
687.0,,,2224788.0,,10169601.0,,,,,,6867539.0,2361946.0,,,1913492.0,6873576.0,474246.0,,,,3505728.0
688.0,7270052.0,,,,,1566067.0,,,2303702.0,,,,,,,,,,,,
689.0,,,,,,,11762071.0,,,,,,,1242465.0,,,,66469.0,,406752.0,
690.0,,,,,,,,8127171.0,,280730.0,,,,,,,,,,,
693.0,,,,1932346.0,,,,,,,,,,,,,,,,,
694.0,,,2251446.0,,10259715.0,,,,,,6940626.0,2369481.0,,,1936416.0,6899035.0,490868.0,,,,3513325.0
695.0,7321608.0,,,,,1568988.0,,,2324473.0,,,,,,,,,,,,
696.0,,,,,,,11942492.0,,,,,,,1257395.0,,,,66508.0,,407190.0,
697.0,,,,,,,,8277452.0,,281620.0,,,,,,,,,,,
700.0,,,,1936363.0,,,,,,,,,,,,,,,,,
701.0,,,2276271.0,,10339508.0,,,,,,7020880.0,2375380.0,,,2027412.0,6924413.0,497866.0,,,,3522903.0
702.0,7388056.0,,,,,1571827.0,,,2345244.0,,,,,,,,,,,,
703.0,,,,,,,12066442.0,,,,,,,1268996.0,,,,66551.0,,407734.0,
704.0,,,,,,,,8386727.0,,282350.0,,,,,,,,,,,
707.0,,,,1939748.0,,,,,,,,,,,,,,,,,
708.0,,,2309090.0,,10421763.0,,,,,,7089540.0,2380182.0,,,2059550.0,6952929.0,503551.0,,,,3532481.0
709.0,7449098.0,,,,,1575302.0,,,2357915.0,,,,,,,,,,,,
710.0,,,,,,,12207989.0,,,,,,,1276842.0,,,,66589.0,,408142.0,
711.0,,,,,,,,8474700.0,,283255.0,,,,,,,,,,,
714.0,,,,1943371.0,,,,,,,,,,,,,,,,,
715.0,,,2341271.0,,10563344.0,,,,,,7157957.0,2384289.0,,,2087318.0,6984028.0,509311.0,,,,3554801.0
716.0,7513411.0,,,,,1577783.0,,,2391899.0,,,,,,,,,,,,
717.0,,,,,,,12331231.0,,,,,,,1284430.0,,,,66629.0,,408697.0,
718.0,,,,,,,,8537618.0,,284389.0,,,,,,,,,,,
721.0,,,,1947255.0,,,,,,,,,,,,,,,,,
722.0,,,2366286.0,,10665284.0,,,,,,7218198.0,2420605.0,,,2115571.0,7024236.0,514533.0,,,,3566683.0
723.0,7562550.0,,,,,1579731.0,,,2414484.0,,,,,,,,,,,,
724.0,,,,,,,12483639.0,,,,,,,1291074.0,,,,66660.0,,409292.0,
725.0,,,,,,,,8615578.0,,284893.0,,,,,,,,,,,
728.0,,,,1959318.0,,,,,,,,,,,,,,,,,
729.0,,,2393416.0,,10739468.0,,,,,,7288751.0,2446312.0,,,2150564.0,7065806.0,522347.0,,,,3574674.0
730.0,7629003.0,,,,,1581812.0,,,2431843.0,,,,,,,,,,,,
731.0,,,,,,,12665135.0,,,,,,166074.0,1297210.0,,,,66786.0,,409909.0,
732.0,,,,,,,,8734205.0,,286031.0,,,,,,,,,,,
735.0,,,,1967824.0,,,,,,,,,,,,,,,,,
736.0,,,2418957.0,,10816573.0,,,,,,7365665.0,2469445.0,,,2199930.0,7120445.0,531069.0,,,,3582468.0
737.0,7696627.0,,,,,1584744.0,,,2446223.0,,,,,,,,,,,,
738.0,,,,,,,12916147.0,,,,,,247429.0,1301592.0,,,,66940.0,,413120.0,
739.0,,,,,,,,8892145.0,,287398.0,,,,,,,,,,,
742.0,,,,1981357.0,,,,,,,,,,,,,,,,,
743.0,,,2446275.0,,10877373.0,,,,,,7441654.0,2487796.0,,,2275137.0,7213427.0,539140.0,,,,3591327.0
744.0,7752105.0,,,,,1587998.0,,,2461738.0,,,,,,,,,,,,
745.0,,,,,,,13291615.0,,,,,,349283.0,1304983.0,,,,67097.0,,415329.0,
746.0,,,,,,,,9028606.0,,288677.0,,,,,,,,,,,
749.0,,,,2008548.0,,,,,,,,,,,,,,,,,
750.0,,,2473913.0,,10946699.0,,,,,,7527024.0,2522632.0,,,2363306.0,7364533.0,550157.0,,,,3596827.0
751.0,7808917.0,,,,,1591944.0,,,2472615.0,,,,,,,,,,,,
752.0,,,,,,,13626579.0,,,,,,451137.0,1309251.0,,,,67259.0,,418012.0,
753.0,,,,,,,,9100672.0,,289644.0,,,,,,,,,,,
756.0,,,,2037959.0,,,,,,,,,,,,,,,,,
757.0,,,2501267.0,,11022742.0,,,,,,7628349.0,2548675.0,,,2394688.0,7516398.0,561174.0,,,,3601642.0
758.0,7858769.0,,,,,1598946.0,,,2481947.0,,,,,,,,,,,,
759.0,,,,,,,13961543.0,,,,,,506495.0,1312756.0,,,,67419.0,,419922.0,
760.0,,,,,,,,9173221.0,,290760.0,,,,,,,,,,,
763.0,,,,2074356.0,,,,,,,,,,,,,,,,,
764.0,,,2536832.0,,11089749.0,,,,,,7699991.0,2579027.0,,,2419207.0,7668263.0,566717.0,,,,3605045.0
765.0,7905619.0,,,,,1605948.0,,,2497510.0,,,,,,,,,,,,
766.0,,,,,,,14266864.0,,,,,,563878.0,1316423.0,,,,67521.0,,422029.0,
767.0,,,,,,,,9262957.0,,291749.0,,,,,,,,,,,
770.0,,,,2123283.0,,,,,,,,,,,,,,,,,
771.0,,,2570272.0,,11144755.0,,,,,,7766398.0,2616046.0,,,2441159.0,7711801.0,571154.0,,,,3607127.0
772.0,7959720.0,,,,,1619406.0,,,2511911.0,,,,,,,,,,,,
773.0,,,,,,,14374756.0,,,,,,630479.0,1319664.0,,,,68420.0,,424809.0,
774.0,,,,,,,,9352693.0,,293141.0,,,,,,,,,,,
777.0,,,,2129860.0,,,,,,,,,,,,,,,,,
778.0,,,2593367.0,,11191431.0,,,,,,7832305.0,2674452.0,,,2462220.0,7742449.0,575349.0,,,,3609995.0
779.0,8000058.0,,,,,1625810.0,,,2526613.0,,,,,,,,,,,,
780.0,,,,,,,14508809.0,,,,,,701679.0,1322556.0,,,,68635.0,,427589.0,
781.0,,,,,,,,9424321.0,,295361.0,,,,,,,,,,,
784.0,,,,2136437.0,,,,,,,,,,,,,,,,,
785.0,,,2614019.0,,11261847.0,,,,,,7906465.0,2732858.0,,,2478764.0,7768001.0,581153.0,,,,3610902.0
786.0,8042166.0,,,,,1630539.0,,,2547200.0,,,,,,,,,,,,
787.0,,,,,,,14699349.0,,,,,,753562.0,1341405.0,,,,68765.0,,428831.0,
788.0,,,,,,,,9475696.0,,297201.0,,,,,,,,,,,
791.0,,,,2146155.0,,,,,,,,,,,,,,,,,
792.0,,,2634089.0,,11319046.0,,,,,,7980625.0,2761367.0,,,2495995.0,7792796.0,584031.0,,,,3614221.0
793.0,8083901.0,,,,,1634630.0,,,2567216.0,,,,,,,,,,,,
794.0,,,,,,,14875228.0,,,,,,806206.0,1360254.0,,,,68975.0,,429994.0,
795.0,,,,,,,,9528316.0,,299041.0,,,,,,,,,,,
798.0,,,,2153507.0,,,,,,,,,,,,,,,,,
799.0,,,2661992.0,,11390430.0,,,,,,8042604.0,2779959.0,,,2512358.0,7813544.0,587009.0,,,,3617624.0
800.0,8125636.0,,,,,1637269.0,,,2589221.0,,,,,,,,,,,,
801.0,,,,,,,15040686.0,,,,,,848283.0,1363836.0,,,,69100.0,,430807.0,
802.0,,,,,,,,9582763.0,,300447.0,,,,,,,,,,,
805.0,,,,2160223.0,,,,,,,,,,,,,,,,,
806.0,,,2686778.0,,11436873.0,,,,,,8109778.0,2796647.0,,,2533818.0,7834627.0,589428.0,,,,3619027.0
807.0,8158200.0,,,,,1638792.0,,,2619599.0,,,,,,,,,,,,
808.0,,,,,,,15184746.0,,,,,,897166.0,1367112.0,,,,69185.0,,431834.0,
809.0,,,,,,,,9624032.0,,301786.0,,,,,,,,,,,
812.0,,,,2166587.0,,,,,,,,,,,,,,,,,
813.0,,,2708887.0,,11473035.0,,,,,,8165542.0,2812713.0,,,2564527.0,7853816.0,592142.0,,,,3619867.0
814.0,8184136.0,,,,,1640312.0,,,2657863.0,,,,,,,,,,,,
815.0,,,,,,,15319372.0,,,,,,952180.0,1369644.0,,,,70205.0,,432665.0,
816.0,,,,,,,,9666287.0,,302684.0,,,,,,,,,,,
819.0,,,,2173252.0,,,,,,,,,,,,,,,,,
820.0,,,2727178.0,,11523450.0,,,,,,8222314.0,2828265.0,,,2593288.0,7875867.0,594647.0,,,,3621424.0
821.0,8217290.0,,,,,1646671.0,,,2713825.0,,,,,,,,,,,,
822.0,,,,,,,15434432.0,,,,,,1002826.0,1372861.0,,,,70520.0,,433294.0,
